Time (s),Amplitude
7.08e-07,0.1845734956059181
7.12e-07,0.18635264870998886
7.16e-07,0.18813510066150121
7.200000000000001e-07,0.18992074912255932
7.240000000000001e-07,0.19170949147808714
7.280000000000001e-07,0.1935012248403365
7.32e-07,0.19529584605340733
7.36e-07,0.1970932516977809
7.4e-07,0.19889333809486565
7.440000000000001e-07,0.2006960013115552
7.480000000000001e-07,0.20250113716479848
7.520000000000001e-07,0.2043086412261821
7.56e-07,0.20611840882652435
7.6e-07,0.20793033506048061
7.64e-07,0.2097443147911606
7.680000000000001e-07,0.21156024265475654
7.720000000000001e-07,0.21337801306518214
7.760000000000001e-07,0.21519752021872318
7.8e-07,0.21701865809869791
7.84e-07,0.21884132048012833
7.88e-07,0.22066540093442172
7.92e-07,0.22249079283406223
7.960000000000001e-07,0.22431738935731213
8.000000000000001e-07,0.22614508349292314
8.04e-07,0.22797376804485714
8.08e-07,0.22980333563701574
8.12e-07,0.23163367871797966
8.16e-07,0.23346468956575667
8.200000000000001e-07,0.2352962602925382
8.240000000000001e-07,0.23712828284946427
8.280000000000001e-07,0.23896064903139771
8.32e-07,0.24079325048170533
8.36e-07,0.24262597869704755
8.4e-07,0.24445872503217622
8.440000000000001e-07,0.24629138070473905
8.480000000000001e-07,0.24812383680009192
8.520000000000001e-07,0.24995598427611873
8.56e-07,0.2517877139680573
8.6e-07,0.25361891659333297
8.64e-07,0.2554494827563978
8.680000000000001e-07,0.25727930295357704
8.720000000000001e-07,0.25910826757792105
8.760000000000001e-07,0.26093626692406374
8.8e-07,0.26276319119308644
8.84e-07,0.2645889304973873
8.88e-07,0.2664133748655564
8.920000000000001e-07,0.2682364142472554
8.960000000000001e-07,0.2700579385181032
9.000000000000001e-07,0.271877837484565
9.04e-07,0.273696000888847
9.08e-07,0.2755123184137951
9.12e-07,0.27732667968779784
9.160000000000001e-07,0.279138974289693
9.200000000000001e-07,0.28094909175367816
9.240000000000001e-07,0.28275692157422516
9.28e-07,0.28456235321099715
9.32e-07,0.28636527609376966
9.36e-07,0.28816557962735384
9.400000000000001e-07,0.28996315319652294
9.440000000000001e-07,0.29175788617094134
9.480000000000001e-07,0.29354966791009546
9.520000000000001e-07,0.29533838776822746
9.56e-07,0.2971239350992702
9.600000000000001e-07,0.29890619926178463
9.64e-07,0.3006850696238981
9.68e-07,0.30246043556824437
9.72e-07,0.30423218649690453
9.76e-07,0.3060002118363495
9.800000000000001e-07,0.30776440104238134
9.84e-07,0.3095246436050782
9.880000000000001e-07,0.3112808290537364
9.92e-07,0.3130328469618146
9.96e-07,0.31478058695187766
1.0000000000000002e-06,0.316523938700539
1.004e-06,0.3182627919434039
1.0080000000000001e-06,0.31999703648001165
1.012e-06,0.3217265621787759
1.016e-06,0.3234512589819254
1.02e-06,0.3251710169104422
1.024e-06,0.3268857260689993
1.0280000000000002e-06,0.3285952766508953
1.032e-06,0.3302995589429883
1.0360000000000001e-06,0.3319984633306278
1.04e-06,0.3336918803025829
1.044e-06,0.33537970045596915
1.048e-06,0.33706181450117223
1.052e-06,0.3387381132667692
1.0560000000000001e-06,0.3404084877044455
1.06e-06,0.3420728288939096
1.064e-06,0.343731028047804
1.068e-06,0.3453829765166118
1.072e-06,0.34702856579356034
1.0760000000000002e-06,0.3486676875195196
1.08e-06,0.35030023348789663
1.0840000000000001e-06,0.3519260956495266
1.088e-06,0.35354516611755676
1.092e-06,0.35515733717232756
1.096e-06,0.35676250126624726
1.1e-06,0.3583605510286619
1.1040000000000001e-06,0.35995137927071963
1.108e-06,0.36153487899022846
1.1120000000000001e-06,0.3631109433765096
1.116e-06,0.3646794658152433
1.12e-06,0.3662403398933082
1.1240000000000002e-06,0.3677934594036155
1.128e-06,0.3693387183499352
1.1320000000000001e-06,0.37087601095171546
1.136e-06,0.37240523164889505
1.14e-06,0.3739262751067089
1.144e-06,0.37543903622048497
1.148e-06,0.37694341012043414
1.1520000000000002e-06,0.378439292176432
1.156e-06,0.3799265780027922
1.1600000000000001e-06,0.38140516346303255
1.164e-06,0.38287494467463007
1.168e-06,0.38433581801377054
1.1720000000000002e-06,0.3857876801200866
1.176e-06,0.38723042790138734
1.1800000000000001e-06,0.3886639585383799
1.184e-06,0.3900881694893788
1.188e-06,0.39150295849500855
1.192e-06,0.3929082235828943
1.196e-06,0.3943038630723428
1.2000000000000002e-06,0.3956897755790137
1.204e-06,0.3970658600195794
1.2080000000000001e-06,0.3984320156163753
1.212e-06,0.39978814190203776
1.216e-06,0.4011341387241322
1.2200000000000002e-06,0.40246990624976947
1.224e-06,0.40379534497021047
1.2280000000000001e-06,0.4051103557054595
1.232e-06,0.4064148396088455
1.2360000000000001e-06,0.4077086981715917
1.24e-06,0.40899183322737226
1.244e-06,0.41026414695685737
1.2480000000000002e-06,0.41152554189224466
1.252e-06,0.412775920921779
1.2560000000000001e-06,0.41401518729425857
1.26e-06,0.41524324462352774
1.264e-06,0.4164599968929573
1.2680000000000002e-06,0.4176653484599098
1.272e-06,0.41885920406019267
1.2760000000000001e-06,0.4200414688124963
1.28e-06,0.4212120482228186
1.2840000000000001e-06,0.4223708481888755
1.288e-06,0.4235177750044951
1.292e-06,0.42465273536400083
1.2960000000000002e-06,0.42577563636657556
1.3e-06,0.4268863855206139
1.3040000000000001e-06,0.4279848907480578
1.308e-06,0.42907106038871656
1.312e-06,0.43014480320457277
1.316e-06,0.43120602838407024
1.32e-06,0.43225464554638865
1.3240000000000002e-06,0.4332905647456995
1.328e-06,0.4343136964754077
1.3320000000000001e-06,0.43532395167237586
1.336e-06,0.4363212417211318
1.34e-06,0.4373054784580601
1.3440000000000002e-06,0.4382765741755755
1.348e-06,0.4392344416262799
1.3520000000000001e-06,0.4401789940271024
1.356e-06,0.44111014506342033
1.3600000000000001e-06,0.4420278088931644
1.364e-06,0.4429319001509046
1.368e-06,0.44382233395191917
1.3720000000000002e-06,0.4446990258962442
1.376e-06,0.4455618920727061
1.3800000000000001e-06,0.44641084906293454
1.384e-06,0.4472458139453573
1.388e-06,0.44806670429917606
1.3920000000000002e-06,0.4488734382083229
1.396e-06,0.44966593426539814
1.4000000000000001e-06,0.4504441115755883
1.404e-06,0.45120788976056464
1.4080000000000001e-06,0.4519571889623627
1.412e-06,0.4526919298472405
1.416e-06,0.45341203360951826
1.4200000000000002e-06,0.4541174219753969
1.424e-06,0.45480801720675684
1.4280000000000001e-06,0.4554837421049358
1.432e-06,0.45614452001448624
1.436e-06,0.4567902748269121
1.4400000000000002e-06,0.457420930984384
1.444e-06,0.4580364134834338
1.4480000000000002e-06,0.4586366478786278
1.452e-06,0.4592215602862186
1.4560000000000001e-06,0.45979107738777464
1.46e-06,0.46034512643378894
1.464e-06,0.4608836352472656
1.4680000000000002e-06,0.46140653222728367
1.472e-06,0.46191374635254
1.4760000000000001e-06,0.4624052071848682
1.48e-06,0.46288084487273673
1.4840000000000001e-06,0.4633405901547229
1.4880000000000002e-06,0.463784374362965
1.492e-06,0.464212129426591
1.4960000000000002e-06,0.46462378787512454
1.5e-06,0.4650192828418672
1.5040000000000001e-06,0.46539854806725767
1.508e-06,0.46576151790220766
1.512e-06,0.4661081273114134
1.5160000000000002e-06,0.46643831187664403
1.52e-06,0.46675200780000564
1.5240000000000001e-06,0.4670491519071816
1.528e-06,0.4673296816506481
1.5320000000000001e-06,0.46759353511286583
1.5360000000000002e-06,0.46784065100944683
1.54e-06,0.4680709686922971
1.5440000000000002e-06,0.46828442815273374
1.548e-06,0.4684809700245781
1.5520000000000001e-06,0.4686605355872232
1.556e-06,0.468823066768676
1.56e-06,0.4689685061485748
1.5640000000000002e-06,0.46909679696118123
1.568e-06,0.4692078830983456
1.5720000000000002e-06,0.46930170911244834
1.576e-06,0.46937822021931414
1.5800000000000001e-06,0.4694373623011007
1.584e-06,0.46947908190916177
1.588e-06,0.4695033262668832
1.5920000000000002e-06,0.46951004327249335
1.596e-06,0.46949918150184716
1.6000000000000001e-06,0.4694706902111827
1.604e-06,0.46942451933985224
1.608e-06,0.46936061951302605
1.6120000000000002e-06,0.46927894204436865
1.616e-06,0.46917943893868946
1.6200000000000002e-06,0.4690620628945652
1.624e-06,0.4689267673069349
1.6280000000000001e-06,0.4687735062696686
1.632e-06,0.468602234578108
1.636e-06,0.46841290773157895
1.6400000000000002e-06,0.4682054819358774
1.644e-06,0.46797991410572676
1.6480000000000001e-06,0.4677361618672071
1.652e-06,0.46747418356015785
1.6560000000000001e-06,0.4671939382405499
1.6600000000000002e-06,0.4668953856828323
1.664e-06,0.4665784863822484
1.6680000000000002e-06,0.4662432015571244
1.672e-06,0.4658894931511296
1.6760000000000001e-06,0.46551732383550787
1.68e-06,0.46512665701128014
1.684e-06,0.46471745681141796
1.6880000000000002e-06,0.4642896881029891
1.692e-06,0.46384331648927285
1.6960000000000002e-06,0.46337830831184695
1.7e-06,0.4628946306526455
1.7040000000000001e-06,0.4623922513359864
1.7080000000000002e-06,0.4618711389305716
1.712e-06,0.46133126275145514
1.7160000000000002e-06,0.46077259286198413
1.72e-06,0.460195100075708
1.7240000000000001e-06,0.45959875595826005
1.728e-06,0.45898353282920706
1.732e-06,0.45834940376387084
1.7360000000000002e-06,0.4576963425951188
1.74e-06,0.4570243239151244
1.7440000000000002e-06,0.4563333230770978
1.748e-06,0.45562331619698687
1.7520000000000001e-06,0.4548942801551462
1.7560000000000002e-06,0.45414619259797745
1.76e-06,0.4533790319395387
1.7640000000000002e-06,0.4525927773631223
1.768e-06,0.4517874088228037
1.7720000000000001e-06,0.45096290704495906
1.776e-06,0.4501192535297509
1.7800000000000001e-06,0.44925643055258513
1.7840000000000002e-06,0.44837442116553533
1.788e-06,0.4474732091987372
1.7920000000000002e-06,0.44655277926175085
1.796e-06,0.4456131167448943
1.8000000000000001e-06,0.4446542078205422
1.804e-06,0.4436760394443975
1.808e-06,0.44267859935672843
1.8120000000000002e-06,0.4416618760835764
1.816e-06,0.44062585893793066
1.8200000000000002e-06,0.43957053802087415
1.824e-06,0.43849590422269463
1.8280000000000001e-06,0.4374019492239668
1.8320000000000002e-06,0.43628866549660184
1.836e-06,0.4351560463048651
1.8400000000000002e-06,0.4340040857063624
1.844e-06,0.4328327785529951
1.8480000000000001e-06,0.4316421204918821
1.852e-06,0.4304321079662514
1.856e-06,0.4292027382162983
1.8600000000000002e-06,0.42795400928001354
1.864e-06,0.4266859199939776
1.8680000000000002e-06,0.4253984699941239
1.872e-06,0.42409165971647
1.8760000000000001e-06,0.42276549039781686
1.8800000000000002e-06,0.4214199640764147
1.884e-06,0.42005508359259913
1.8880000000000002e-06,0.4186708525893918
1.892e-06,0.4172672755130721
1.8960000000000001e-06,0.4158443576137142
1.9e-06,0.4144021049456935
1.9040000000000001e-06,0.41294052436815865
1.908e-06,0.4114596235454737
1.912e-06,0.4099594109476266
1.916e-06,0.40843989585060425
1.9200000000000003e-06,0.40690108833673716
1.924e-06,0.40534299929501066
1.928e-06,0.40376564042134283
1.9320000000000003e-06,0.40216902421883194
1.936e-06,0.4005531639979696
1.94e-06,0.39891807387682127
1.944e-06,0.3972637687811759
1.9480000000000002e-06,0.3955902644446611
1.952e-06,0.3938975774088282
1.956e-06,0.3921857250232006
1.9600000000000003e-06,0.3904547254452939
1.964e-06,0.3887045976406008
1.968e-06,0.3869353613825443
1.972e-06,0.38514703725239763
1.9760000000000002e-06,0.38333964663917225
1.98e-06,0.38151321173947267
1.984e-06,0.3796677555573188
1.9880000000000003e-06,0.3778033019039357
1.992e-06,0.37591987539751076
1.996e-06,0.37401750146291746
2.0000000000000003e-06,0.37209620633140705
2.004e-06,0.3701560170402692
2.008e-06,0.36819696143245556
2.012e-06,0.3662190681561757
2.0160000000000003e-06,0.36422236666445706
2.02e-06,0.3622068872146737
2.024e-06,0.36017266086804256
2.0280000000000003e-06,0.3581197194890851
2.032e-06,0.35604809574505963
2.036e-06,0.3539578231053578
2.04e-06,0.3518489358408708
2.0440000000000003e-06,0.34972146902332146
2.048e-06,0.34757545852456606
2.052e-06,0.3454109410158597
2.0560000000000003e-06,0.3432279539670925
2.06e-06,0.3410265356459937
2.064e-06,0.3388067251172994
2.068e-06,0.3365685622418917
2.0720000000000002e-06,0.3343120876759038
2.076e-06,0.3320373428697933
2.08e-06,0.3297443700673818
2.0840000000000003e-06,0.32743321230486416
2.088e-06,0.32510391340978395
2.092e-06,0.3227565179999766
2.096e-06,0.32039107148248147
2.1000000000000002e-06,0.3180076200524202
2.104e-06,0.3156062106918454
2.108e-06,0.31318689116855297
2.1120000000000003e-06,0.3107497100348663
2.116e-06,0.30829471662638686
2.12e-06,0.30582196106071274
2.1240000000000003e-06,0.30333149423612454
2.128e-06,0.30082336783024083
2.132e-06,0.29829763429864053
2.136e-06,0.2957543468734536
2.1400000000000003e-06,0.29319355956192067
2.144e-06,0.29061532714492005
2.148e-06,0.28801970517546305
2.1520000000000003e-06,0.2854067499771576
2.156e-06,0.2827765186426426
2.16e-06,0.28012906903198564
2.164e-06,0.27746445977105405
2.1680000000000002e-06,0.27478275024985216
2.172e-06,0.2720840006208284
2.176e-06,0.2693682717971495
2.1800000000000003e-06,0.26663562545094366
2.184e-06,0.2638861240115151
2.188e-06,0.26111983066352323
2.192e-06,0.2583368093451339
2.1960000000000002e-06,0.25553712474613904
2.2e-06,0.2527208423060444
2.204e-06,0.24988802821212658
2.2080000000000003e-06,0.2470387493974595
2.212e-06,0.24417307353891218
2.216e-06,0.2412910690551105
2.2200000000000003e-06,0.23839280510437375
2.2240000000000002e-06,0.23547835158261854
2.228e-06,0.23254777912123087
2.232e-06,0.22960115908491102
2.2360000000000003e-06,0.22663856356948378
2.24e-06,0.22366006539968364
2.244e-06,0.22066573812690465
2.2480000000000003e-06,0.21765565602692308
2.252e-06,0.21462989409759187
2.256e-06,0.21158852805649922
2.26e-06,0.20853163433860328
2.2640000000000003e-06,0.2054592900938335
2.268e-06,0.20237157318466603
2.272e-06,0.19926856218366337
2.2760000000000003e-06,0.1961503363709906
2.28e-06,0.19301697573189994
2.284e-06,0.18986856095418422
2.288e-06,0.1867051734256047
2.2920000000000002e-06,0.1835268952312858
2.296e-06,0.1803338091510851
2.3e-06,0.17712599865692982
2.3040000000000003e-06,0.17390354791012758
2.308e-06,0.17066654175864943
2.312e-06,0.16741506573437892
2.316e-06,0.1641492060503384
2.3200000000000002e-06,0.16086904959788334
2.324e-06,0.15757468394387167
2.328e-06,0.15426619732779945
2.3320000000000003e-06,0.15094367865891345
2.336e-06,0.14760721751329456
2.34e-06,0.14425690413091052
2.3440000000000003e-06,0.14089282941264492
2.3480000000000002e-06,0.1375150849172956
2.352e-06,0.13412376285854571
2.356e-06,0.13071895610190873
2.3600000000000003e-06,0.12730075816164446
2.364e-06,0.12386926319765083
2.368e-06,0.12042456601232268
2.3720000000000003e-06,0.11696676204738929
2.376e-06,0.11349594738072327
2.38e-06,0.11001221872312023
2.384e-06,0.10651567341505591
2.3880000000000003e-06,0.1030064094234123
2.392e-06,0.09948452533818194
2.396e-06,0.09595012036914145
2.4000000000000003e-06,0.09240329434250139
2.404e-06,0.08884414769753196
2.408e-06,0.0852727814831566
2.412e-06,0.08168929735452603
2.4160000000000002e-06,0.07809379756956289
2.42e-06,0.07448638498548463
2.424e-06,0.0708671630552945
2.4280000000000003e-06,0.06723623582425353
2.432e-06,0.06359370792632539
2.436e-06,0.059939684580593566
2.4400000000000004e-06,0.05627427158765817
2.4440000000000002e-06,0.05259757532600454
2.448e-06,0.04890970274834773
2.452e-06,0.045210761377953955
2.4560000000000003e-06,0.04150085930493592
2.46e-06,0.037780105182527265
2.464e-06,0.03404860822332665
2.4680000000000003e-06,0.030306478195523887
2.4720000000000002e-06,0.026553825419100435
2.476e-06,0.022790760762005265
2.48e-06,0.019017395636307104
2.4840000000000003e-06,0.015233841994324693
2.488e-06,0.01144021232473417
2.492e-06,0.007636619648649989
2.4960000000000003e-06,0.0038231775156876155
2.5e-06,9.326393290482142e-17
2.504e-06,-0.0038327983037077184
2.508e-06,-0.007675102284185692
2.5120000000000003e-06,-0.011526796317669348
2.516e-06,-0.015387764271929212
2.52e-06,-0.019257889510349017
2.5240000000000003e-06,-0.023137054896019305
2.528e-06,-0.027025142795854783
2.532e-06,-0.030922035084734352
2.5360000000000004e-06,-0.03482761314966271
2.5400000000000002e-06,-0.038741757893950034
2.544e-06,-0.04266434974141731
2.548e-06,-0.04659526864061935
2.5520000000000003e-06,-0.05053439406908887
2.556e-06,-0.05448160503760248
2.56e-06,-0.0584367800944673
2.5640000000000004e-06,-0.06239979732982669
2.5680000000000002e-06,-0.06637053437998404
2.572e-06,-0.07034886843175327
2.576e-06,-0.07433467622682194
2.5800000000000003e-06,-0.07832783406613812
2.584e-06,-0.08232821781431426
2.588e-06,-0.08633570290405254
2.5920000000000003e-06,-0.09035016434058933
2.5960000000000002e-06,-0.09437147670615538
2.6e-06,-0.09839951416445952
2.604e-06,-0.10243415046518768
2.6080000000000003e-06,-0.10647525894852043
2.612e-06,-0.11052271254967055
2.616e-06,-0.11457638380343857
2.6200000000000003e-06,-0.11863614484878492
2.624e-06,-0.12270186743341821
2.628e-06,-0.1267734229184075
2.632e-06,-0.13085068228280508
2.6360000000000003e-06,-0.13493351612829
2.64e-06,-0.1390217946838272
2.644e-06,-0.14311538781034455
2.6480000000000003e-06,-0.1472141650054278
2.652e-06,-0.15131799540802746
2.656e-06,-0.15542674780318796
2.6600000000000004e-06,-0.1595402906267893
2.6640000000000002e-06,-0.16365849197030283
2.668e-06,-0.16778121958557005
2.672e-06,-0.1719083408895893
2.6760000000000003e-06,-0.1760397229693224
2.68e-06,-0.18017523258651388
2.684e-06,-0.1843147361825275
2.6880000000000004e-06,-0.18845809988319773
2.6920000000000002e-06,-0.1926051895036925
2.696e-06,-0.19675587055339527
2.7e-06,-0.20091000824079833
2.7040000000000003e-06,-0.20506746747840998
2.708e-06,-0.20922811288767748
2.712e-06,-0.2133918088039236
2.7160000000000003e-06,-0.21755841928129585
2.7200000000000002e-06,-0.22172780809772683
2.724e-06,-0.2258998387599144
2.728e-06,-0.2300743745083081
2.7320000000000003e-06,-0.23425127832211198
2.736e-06,-0.23843041292429812
2.74e-06,-0.24261164078663394
2.7440000000000003e-06,-0.24679482413472298
2.748e-06,-0.25097982495305304
2.752e-06,-0.2551665049900622
2.7560000000000004e-06,-0.25935472576321245
2.7600000000000003e-06,-0.2635443485640735
2.764e-06,-0.2677352344634244
2.768e-06,-0.27192724431635945
2.7720000000000003e-06,-0.27612023876740877
2.776e-06,-0.2803140782556653
2.78e-06,-0.2845086230199299
2.7840000000000004e-06,-0.28870373310385955
2.7880000000000002e-06,-0.29289926836112773
2.792e-06,-0.2970950884605971
2.796e-06,-0.30129105289149777
2.8000000000000003e-06,-0.30548702096861946
2.804e-06,-0.30968285183750843
2.808e-06,-0.3138784044796778
2.8120000000000004e-06,-0.3180735377178244
2.8160000000000002e-06,-0.32226811022105184
2.82e-06,-0.3264619805101094
2.824e-06,-0.33065500696263145
2.8280000000000003e-06,-0.3348470478183901
2.832e-06,-0.3390379611845503
2.836e-06,-0.34322760504094096
2.8400000000000003e-06,-0.34741583724532576
2.8440000000000002e-06,-0.3516025155386836
2.848e-06,-0.35578749755049927
2.852e-06,-0.35997064080405505
2.8560000000000003e-06,-0.36415180272173575
2.86e-06,-0.36833084063033356
2.864e-06,-0.3725076117663644
2.8680000000000003e-06,-0.3766819732813883
2.872e-06,-0.3808537822473326
2.876e-06,-0.3850228956618277
2.8800000000000004e-06,-0.3891891704535424
2.8840000000000003e-06,-0.3933524634875254
2.888e-06,-0.3975126315705537
2.892e-06,-0.4016695314564853
2.8960000000000003e-06,-0.4058230198516155
2.9e-06,-0.4099729534200369
2.904e-06,-0.41411918878900716
2.9080000000000004e-06,-0.41826158255431606
2.9120000000000002e-06,-0.4223999912856596
2.916e-06,-0.42653427153201706
2.92e-06,-0.43066427982703054
2.9240000000000003e-06,-0.43478987269438857
2.928e-06,-0.4389109066532098
2.932e-06,-0.44302723822343576
2.9360000000000003e-06,-0.4471387239312199
2.9400000000000002e-06,-0.4512452203143204
2.944e-06,-0.4553465839274974
2.948e-06,-0.45944267134791067
2.9520000000000003e-06,-0.4635333391805181
2.956e-06,-0.46761844406347614
2.96e-06,-0.4716978426735428
2.9640000000000003e-06,-0.47577139173148125
2.9680000000000002e-06,-0.4798389480074601
2.972e-06,-0.4839003683264628
2.9760000000000004e-06,-0.48795550957369027
2.9800000000000003e-06,-0.49200422869996496
2.984e-06,-0.4960463827271373
2.988e-06,-0.5000818287534913
2.9920000000000003e-06,-0.504110423959148
2.996e-06,-0.5081320256114685
3e-06,-0.5121464910704602
3.0040000000000004e-06,-0.5161536777941745
3.0080000000000003e-06,-0.520153443344111
3.012e-06,-0.5241456453906151
3.016e-06,-0.5281301417182765
3.0200000000000003e-06,-0.5321067902313243
3.024e-06,-0.5360754489590193
3.028e-06,-0.5400359760610483
3.0320000000000004e-06,-0.5439882298329112
3.0360000000000002e-06,-0.5479320687113061
3.04e-06,-0.5518673512795136
3.044e-06,-0.5557939362727771
3.0480000000000003e-06,-0.5597116825836789
3.052e-06,-0.563620449267512
3.056e-06,-0.5675200955476519
3.0600000000000003e-06,-0.5714104808209195
3.0640000000000002e-06,-0.5752914646629431
3.068e-06,-0.5791629068335153
3.0720000000000004e-06,-0.5830246672819462
3.0760000000000003e-06,-0.5868766061524063
3.08e-06,-0.590718583789274
